x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.13,1982-05-13 00:00:00,BC,1982,5,13,,M,,M,,M,,M,,M,,M,,M,,,,,,M,,M,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.14,1982-05-14 00:00:00,BC,1982,5,14,,M,,M,,M,,M,,M,,M,,M,,,,,,M,,M,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.15,1982-05-15 00:00:00,BC,1982,5,15,,M,,M,,M,,M,,M,,M,,M,,,,,,M,,M,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.16,1982-05-16 00:00:00,BC,1982,5,16,,M,,M,,M,,M,,M,,M,,M,,,,,,M,,M,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.17,1982-05-17 00:00:00,BC,1982,5,17,,M,,M,,M,,M,,M,,M,0,,,,,,,M,,M,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.18,1982-05-18 00:00:00,BC,1982,5,18,10.9,,6.4,,15.4,,0,,0,,0,,0,,,,,,0,,7.1,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.19,1982-05-19 00:00:00,BC,1982,5,19,10.7,,2.3,,19,,0,,0,,0,,0,,,,,,0,,7.3,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.20,1982-05-20 00:00:00,BC,1982,5,20,13.1,,5.3,,20.8,,0,,0,,0,,0,,,,,,0,,4.9,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.21,1982-05-21 00:00:00,BC,1982,5,21,13.7,,4.7,,22.6,,0,,0,,0,,0,,,,,,0,,4.3,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.22,1982-05-22 00:00:00,BC,1982,5,22,13.6,,10.2,,16.9,,0,T,0,T,0,,0,,,,,,0,,4.4,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.23,1982-05-23 00:00:00,BC,1982,5,23,12.6,,6.9,,18.3,,0,,0,,0,,0,,,,,,0,,5.4,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.24,1982-05-24 00:00:00,BC,1982,5,24,14.6,,6.2,,23,,0,,0,,0,,0,,,,,,0,,3.4,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.25,1982-05-25 00:00:00,BC,1982,5,25,14.1,,9.5,,18.6,,5.9,,5.9,,0,,0,,,,,,0,,3.9,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.26,1982-05-26 00:00:00,BC,1982,5,26,14.4,,8.1,,20.6,,0,T,0,T,0,,0,,,,,,0,,3.6,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.27,1982-05-27 00:00:00,BC,1982,5,27,13,,4.4,,21.5,,0,T,0,T,0,,0,,,,,,0,,5,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.28,1982-05-28 00:00:00,BC,1982,5,28,15.3,,5.1,,25.5,,0,,0,,0,,0,,,,,,0,,2.7,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.29,1982-05-29 00:00:00,BC,1982,5,29,14.8,,5.2,,24.3,,0,,0,,0,,0,,,,,,0,,3.2,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.30,1982-05-30 00:00:00,BC,1982,5,30,16.1,,6.2,,26,,0,,0,,0,,0,,,,,,0,,1.9,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.5.31,1982-05-31 00:00:00,BC,1982,5,31,17,,7.9,,26,,0,T,0,T,0,,0,,,,,,0,,1,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.1,1982-06-01 00:00:00,BC,1982,6,1,15.1,,11.9,,18.3,,0.2,,0.2,,0,,0,,,,,,0,,2.9,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.2,1982-06-02 00:00:00,BC,1982,6,2,11.8,,10.5,,13.1,,2.6,,2.6,,0,,0,,,,,,0,,6.2,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.3,1982-06-03 00:00:00,BC,1982,6,3,14,,9.4,,18.5,,0,,0,,0,,0,,,,,,0,,4,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.4,1982-06-04 00:00:00,BC,1982,6,4,11.4,,7.2,,15.5,,0,T,0,T,0,,0,,,,,,0,,6.6,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.5,1982-06-05 00:00:00,BC,1982,6,5,12.3,,10.1,,14.4,,1.1,,1.1,,0,,0,,,,,,0,,5.7,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.6,1982-06-06 00:00:00,BC,1982,6,6,13.8,,9,,18.6,,0,,0,,0,,0,,,,,,0,,4.2,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.7,1982-06-07 00:00:00,BC,1982,6,7,13,,5.2,,20.7,,0.4,,0.4,,0,,0,,,,,,0,,5,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.8,1982-06-08 00:00:00,BC,1982,6,8,14.1,,7,,21.2,,0,,0,,0,,0,,,,,,0,,3.9,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.9,1982-06-09 00:00:00,BC,1982,6,9,16,,7.3,,24.6,,0,,0,,0,,0,,,,,,0,,2,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.10,1982-06-10 00:00:00,BC,1982,6,10,18.5,,8.1,,28.8,,0,,0,,0,,0,,,,,,0.5,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.11,1982-06-11 00:00:00,BC,1982,6,11,18.8,,8.8,,28.8,,0,,0,,0,,0,,,,,,0.8,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.12,1982-06-12 00:00:00,BC,1982,6,12,17.9,,10.1,,25.6,,0,,0,,0,,0,,,,,,0,,0.1,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.13,1982-06-13 00:00:00,BC,1982,6,13,16.5,,12.4,,20.6,,0,,0,,0,,0,,,,,,0,,1.5,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.14,1982-06-14 00:00:00,BC,1982,6,14,17.9,,14,,21.7,,0,,0,,0,,0,,,,,,0,,0.1,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.15,1982-06-15 00:00:00,BC,1982,6,15,17.4,,9.8,,25,,0,,0,,0,,0,,,,,,0,,0.6,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.16,1982-06-16 00:00:00,BC,1982,6,16,18.4,,9.7,,27,,0,,0,,0,,0,,,,,,0.4,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.17,1982-06-17 00:00:00,BC,1982,6,17,21.6,,11.7,,31.5,,0,,0,,0,,0,,,,,,3.6,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.18,1982-06-18 00:00:00,BC,1982,6,18,24.6,,14.7,,34.5,,0,,0,,0,,0,,,,,,6.6,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.19,1982-06-19 00:00:00,BC,1982,6,19,24,,15.2,,32.7,,0,,0,,0,,0,,,,,,6,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.20,1982-06-20 00:00:00,BC,1982,6,20,22.1,,14.9,,29.3,,0,,0,,0,,0,,,,,,4.1,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.21,1982-06-21 00:00:00,BC,1982,6,21,20,,12.7,,27.2,,0,,0,,0,,0,,,,,,2,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.22,1982-06-22 00:00:00,BC,1982,6,22,18.4,,11.4,,25.4,,0,,0,,0,,0,,,,,,0.4,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.23,1982-06-23 00:00:00,BC,1982,6,23,18.3,,10,,26.6,,0,,0,,0,,0,,,,,,0.3,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.24,1982-06-24 00:00:00,BC,1982,6,24,20.5,,10.6,,30.4,,0,,0,,0,,0,,,,,,2.5,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.25,1982-06-25 00:00:00,BC,1982,6,25,17.4,,12.7,,22.1,,1.2,,1.2,,0,,0,,,,,,0,,0.6,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.26,1982-06-26 00:00:00,BC,1982,6,26,15.6,,14.1,,17,,26,,26,,0,,0,,,,,,0,,2.4,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.27,1982-06-27 00:00:00,BC,1982,6,27,16.3,,13.2,,19.4,,5.6,,5.6,,0,,0,,,,,,0,,1.7,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.28,1982-06-28 00:00:00,BC,1982,6,28,18.3,,13.4,,23.2,,0,,0,,0,,0,,,,,,0.3,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.29,1982-06-29 00:00:00,BC,1982,6,29,19.3,,14,,24.6,,0,,0,,0,,0,,,,,,1.3,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.6.30,1982-06-30 00:00:00,BC,1982,6,30,17,,15,,19,,0.7,,0.7,,0,,0,,,,,,0,,1,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.1,1982-07-01 00:00:00,BC,1982,7,1,11.6,,7.3,,15.8,,0,T,0,T,0,,0,,,,,,0,,6.4,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.2,1982-07-02 00:00:00,BC,1982,7,2,16.2,,12.7,,19.7,,9.7,,9.7,,0,,0,,,,,,0,,1.8,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.3,1982-07-03 00:00:00,BC,1982,7,3,9.6,,5.9,,13.2,,25.2,,25.2,,0,,0,,,,,,0,,8.4,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.4,1982-07-04 00:00:00,BC,1982,7,4,13.8,,10.6,,17,,0.2,,0.2,,0,,0,,,,,,0,,4.2,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.5,1982-07-05 00:00:00,BC,1982,7,5,14.6,,11.6,,17.5,,1.4,,1.4,,0,,0,,,,,,0,,3.4,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.6,1982-07-06 00:00:00,BC,1982,7,6,15.6,,8.5,,22.6,,2,,2,,0,,0,,,,,,0,,2.4,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.7,1982-07-07 00:00:00,BC,1982,7,7,16.6,,12,,21.2,,0,,0,,0,,0,,,,,,0,,1.4,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.8,1982-07-08 00:00:00,BC,1982,7,8,16.1,,10.3,,21.8,,0,,0,,0,,0,,,,,,0,,1.9,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.9,1982-07-09 00:00:00,BC,1982,7,9,17.9,,10,,25.7,,0,,0,,0,,0,,,,,,0,,0.1,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.10,1982-07-10 00:00:00,BC,1982,7,10,17.6,,10.1,,25,,0,,0,,0,,0,,,,,,0,,0.4,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.11,1982-07-11 00:00:00,BC,1982,7,11,19.5,,13.7,,25.2,,0,,0,,0,,0,,,,,,1.5,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.12,1982-07-12 00:00:00,BC,1982,7,12,18.9,,11.7,,26,,0,,0,,0,,0,,,,,,0.9,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.13,1982-07-13 00:00:00,BC,1982,7,13,16.4,,13.2,,19.5,,16.3,,16.3,,0,,0,,,,,,0,,1.6,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.14,1982-07-14 00:00:00,BC,1982,7,14,12.4,,8.5,,16.2,,4.2,,4.2,,0,,0,,,,,,0,,5.6,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.15,1982-07-15 00:00:00,BC,1982,7,15,12.6,,8.6,,16.5,,0.2,,0.2,,0,,0,,,,,,0,,5.4,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.16,1982-07-16 00:00:00,BC,1982,7,16,15.5,,12.6,,18.4,,0,,0,,0,,0,,,,,,0,,2.5,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.17,1982-07-17 00:00:00,BC,1982,7,17,17.7,,13.4,,22,,0,,0,,0,,0,,,,,,0,,0.3,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.18,1982-07-18 00:00:00,BC,1982,7,18,16.9,,10.7,,23.1,,0,,0,,0,,0,,,,,,0,,1.1,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.19,1982-07-19 00:00:00,BC,1982,7,19,17,,15.3,,18.6,,0,,0,,0,,0,,,,,,0,,1,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.20,1982-07-20 00:00:00,BC,1982,7,20,16.8,,13.8,,19.8,,2.1,,2.1,,0,,0,,,,,,0,,1.2,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.21,1982-07-21 00:00:00,BC,1982,7,21,12.7,,9.7,,15.7,,3.3,,3.3,,0,,0,,,,,,0,,5.3,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.22,1982-07-22 00:00:00,BC,1982,7,22,14.4,,11,,17.8,,0,,0,,0,,0,,,,,,0,,3.6,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.23,1982-07-23 00:00:00,BC,1982,7,23,15.4,,7.5,,23.2,,0,,0,,0,,0,,,,,,0,,2.6,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.24,1982-07-24 00:00:00,BC,1982,7,24,18.1,,9.8,,26.3,,0,,0,,0,,0,,,,,,0.1,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.25,1982-07-25 00:00:00,BC,1982,7,25,22.6,,13.5,,31.6,,0,,0,,0,,0,,,,,,4.6,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.26,1982-07-26 00:00:00,BC,1982,7,26,21.6,,13.1,,30,,0,,0,,0,,0,,,,,,3.6,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.27,1982-07-27 00:00:00,BC,1982,7,27,24.2,,14.2,,34.2,,0,,0,,0,,0,,,,,,6.2,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.28,1982-07-28 00:00:00,BC,1982,7,28,21,,15.5,,26.4,,0,T,0,T,0,,0,,,,,,3,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.29,1982-07-29 00:00:00,BC,1982,7,29,20.1,,15.6,,24.5,,0,,0,,0,,0,,,,,,2.1,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.30,1982-07-30 00:00:00,BC,1982,7,30,17.7,,14.4,,21,,0,,0,,0,,0,,,,,,0,,0.3,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.7.31,1982-07-31 00:00:00,BC,1982,7,31,16.2,,15.4,,16.9,,0,,0,,0,,0,,,,,,0,,1.8,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.1,1982-08-01 00:00:00,BC,1982,8,1,15,,13.5,,16.4,,0.9,,0.9,,0,,0,,,,,,0,,3,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.2,1982-08-02 00:00:00,BC,1982,8,2,15.3,,12.5,,18.1,,0,T,0,T,0,,0,,,,,,0,,2.7,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.3,1982-08-03 00:00:00,BC,1982,8,3,14.1,,10.5,,17.6,,0,T,0,T,0,,0,,,,,,0,,3.9,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.4,1982-08-04 00:00:00,BC,1982,8,4,16.1,,10.5,,21.6,,0,,0,,0,,0,,,,,,0,,1.9,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.5,1982-08-05 00:00:00,BC,1982,8,5,13.5,,9.7,,17.2,,2.8,,2.8,,0,,0,,,,,,0,,4.5,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.6,1982-08-06 00:00:00,BC,1982,8,6,20.5,,13,,27.9,,0,,0,,0,,0,,,,,,2.5,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.7,1982-08-07 00:00:00,BC,1982,8,7,22.5,,13.2,,31.8,,0,,0,,0,,0,,,,,,4.5,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.8,1982-08-08 00:00:00,BC,1982,8,8,19.7,,14.2,,25.2,,1.4,,1.4,,0,,0,,,,,,1.7,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.9,1982-08-09 00:00:00,BC,1982,8,9,18,,13,,22.9,,14.4,,14.4,,0,,0,,,,,,0,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.10,1982-08-10 00:00:00,BC,1982,8,10,16.5,,14.4,,18.5,,2.2,,2.2,,0,,0,,,,,,0,,1.5,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.11,1982-08-11 00:00:00,BC,1982,8,11,17.8,,14,,21.5,,2.7,,2.7,,0,,0,,,,,,0,,0.2,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.12,1982-08-12 00:00:00,BC,1982,8,12,13.9,,12.4,,15.3,,22.4,,22.4,,0,,0,,,,,,0,,4.1,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.13,1982-08-13 00:00:00,BC,1982,8,13,15.2,,12.3,,18.1,,5.8,,5.8,,0,,0,,,,,,0,,2.8,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.14,1982-08-14 00:00:00,BC,1982,8,14,13.2,,9.3,,17,,0,,0,,0,,0,,,,,,0,,4.8,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.15,1982-08-15 00:00:00,BC,1982,8,15,13.8,,6.3,,21.2,,0,,0,,0,,0,,,,,,0,,4.2,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.16,1982-08-16 00:00:00,BC,1982,8,16,15.4,,9.1,,21.6,,0,,0,,0,,0,,,,,,0,,2.6,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.17,1982-08-17 00:00:00,BC,1982,8,17,16.9,,10.7,,23,,0,,0,,0,,0,,,,,,0,,1.1,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.18,1982-08-18 00:00:00,BC,1982,8,18,16,,8,,24,,0,,0,,0,,0,,,,,,0,,2,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.19,1982-08-19 00:00:00,BC,1982,8,19,17.2,,8.5,,25.8,,0,,0,,0,,0,,,,,,0,,0.8,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.20,1982-08-20 00:00:00,BC,1982,8,20,19.3,,11.9,,26.6,,0,,0,,0,,0,,,,,,1.3,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.21,1982-08-21 00:00:00,BC,1982,8,21,18.2,,11.4,,25,,0,,0,,0,,0,,,,,,0.2,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.22,1982-08-22 00:00:00,BC,1982,8,22,18.9,,10.8,,26.9,,0,,0,,0,,0,,,,,,0.9,,0,,,,,
-123.16119444444445,49.783208333333334,SQUAMISH AIRPORT,10476F0,10476F0.1982.8.23,1982-08-23 00:00:00,BC,1982,8,23,19.2,,10.9,,27.4,,0,,0,,0,,0,,,,,,1.2,,0,,,,,
